LC;family;predator;detail;resource_abundance;E/N ;obs_broad;taxon;resource;FO;PO;Pbiomass;obsPO;obs_FO.PO;siteID;country;site;obs_site;lat;long;n_sample;method;year_start_sampling;year_end_sampling;sampling_period_months;season;ref;other references;
LC;Felidae;Puma concolor;;;;;broad;Vertebrates;NA;PO;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Rodentia;NA;0.154;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Myocastor coypus;NA;0.154;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Lagomorpha;NA;0.461;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Lepus europaeus;NA;0.461;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Artiodactyla;NA;0.077;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Pudu puda;NA;0.077;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Anseriformes;NA;0.308;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Cygnus melancoryphus;NA;0.308;NA;Item;;CL1_SM;Chile;San Martín Field Station, Chile;;-39.63;-73.12;12;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;broad;Vertebrates;NA;1.00;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Microbiotheria;NA;0.25;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Dromiciops gliroides;NA;0.25;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Lagomorpha;NA;0.25;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Lepus europaeus;NA;0.25;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Artiodactyla;NA;0.5;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Ovis aries;NA;0.25;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Sus scrofa;NA;0.25;NA;Item;;CL2_NNP;Chile;Nahuelbuta National Park, Chile;;-39.63;-73.12;3;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;broad;Vertebrates;NA;1.00;NA;Item;;CL3_CON;Chile;Conguillío, Chile;;-38.6;-71.6;11;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Lagomorpha;NA;0.833;NA;Item;;CL3_CON;Chile;Conguillío, Chile;;-38.6;-71.6;11;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;sp;Lepus europaeus;NA;0.833;NA;Item;;CL3_CON;Chile;Conguillío, Chile;;-38.6;-71.6;11;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;;order;Artiodactyla;NA;0.166;NA;Item;;CL3_CON;Chile;Conguillío, Chile;;-38.6;-71.6;11;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Bos taurus;NA;0.083;NA;Item;;CL3_CON;Chile;Conguillío, Chile;;-38.6;-71.6;11;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Ovis aries;NA;0.083;NA;Item;;CL3_CON;Chile;Conguillío, Chile;;-38.6;-71.6;11;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;broad;Vertebrates;NA;1.00;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;order;Rodentia;NA;0.243;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Loxodontomys micropus;NA;0.243;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;order;Lagomorpha;NA;0.324;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Lepus europaeus;NA;0.324;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;order;Artiodactyla;NA;0.433;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Capra hircus;NA;0.081;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Pudu puda;NA;0.351;NA;Item;;CL4_VPR;Chile;Vicente Pérez Rosales, Chile;;-41.07;-71.83;26;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;broad;Vertebrates;NA;1.00;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;order;Rodentia;NA;0.385;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Abrothrix longipilis;NA;0.077;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Abrothrix olivaceus;NA;0.077;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Loxodontomys micropus;NA;0.154;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Oligoryzomys longicaudatus;NA;0.077;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;order;Lagomorpha;NA;0.462;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Lepus europaeus;NA;0.462;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;order;Artiodactyla;NA;0.154;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Capra hircus;NA;0.077;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;0;;;sp;Pudu puda;NA;0.077;NA;Item;;CL5_PUY;Chile;Puyehue, Chile;;-40.75;-72.2;10;scat ;1985;1999;;;Rau and Jiménez, 2002;;
LC;Felidae;Puma concolor;;;;PG;broad;Vertebrates;1;0.967;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;class;Mammalia;1;0.934;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;class;Mammals n.i.;0.023;0.0165;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;order;Rodentia;0.568;0.413;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Proechimys semispinosus;0.102;0.074;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Dasyprocta punctata;0.284;0.206;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Cuniculus paca;0.148;0.107;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Sciurus granatensis;0.011;0.008;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;other;Rodentia n.i.;0.023;0.017;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;order;Cingulata;0.261;0.19;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Tamandua mexicana;0.023;0.017;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Choloepus hoffmanni;0.136;0.099;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Bradypus variegatus;0.08;0.058;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Dasypus novemcinctus;0.023;0.017;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;order;Carnivora;0.045;0.033;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Nasua narica;0.045;0.033;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;order;Artiodactyla;0.284;0.206;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Mazama temama;0.136;0.099;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Pecari tajacu;0.148;0.107;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;order;Didelphimorphia;0.034;0.025;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Didelphis marsupialis;0.011;0.008;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Philander opossum;0.023;0.017;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;order;Primates;0.068;0.05;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Cebus capucinus;0.068;0.05;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;class;Reptilia;0.034;0.025;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;order;Snakes;0.023;0.017;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;sp;Iguana iguana;0.011;0.008;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;class;Aves;0.011;0.008;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;PG;broad;Plants;0.045;0.033;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Puma concolor;;;;;family;Cyperaceae;0.045;0.033;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;88;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;PG;broad;Vertebrates;1;0.958;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;class;Mammalia;1;0.815;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;class;Mammals n.i.;0.021;0.015;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Rodentia;0.626;0.459;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Proechimys semispinosus;0.211;0.154;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Dasyprocta punctata;0.221;0.162;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Cuniculus paca;0.005;0.004;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Coendou rothschild;0.016;0.012;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;other;Rodentia n.i.;0.132;0.097;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Sciurus granatensis;0.042;0.031;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Lagomorpha;0.004;0.005;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Sylvilagus brasiliensis;0.004;0.005;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Cingulata;0.279;0.205;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Tamandua mexicana;0.021;0.015;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Choloepus hoffmanni;0.111;0.081;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Bradypus variegatus;0.116;0.085;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Cyclopes didactylus;0.005;0.004;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Dasypus novemcinctus;0.026;0.019;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Carnivora;0.068;0.05;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Nasua narica;0.068;0.05;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Artiodactyla;0.011;0.008;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Pecari tajacu;0.005;0.004;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Mazama temama;0.005;0.004;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Didelphimorphia;0.032;0.023;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Didelphis marsupialis;0.021;0.015;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Philander opossum;0.011;0.008;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Primates;0.068;0.05;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Cebus capucinus;0.068;0.05;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;class;Reptilia;0.189;0.143;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Lizards;0.05;0.04;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Snakes;0.079;0.058;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Iguana iguana;0.105;0.077;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Turtles;0.004;0.00;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;PG;broad;Plants;0.063;0.046;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;family;Cyperaceae;0.063;0.046;NA;Item;;PA1_BCI;Panama;Barro Colorado Island, Panama;;9.15;-79.85;190;scat ;1999;2003;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;PG;broad;Vertebrates;1;0.985;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;class;Mammalia;1;0.87;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;class;Mammals n.i.;0.082;0.058;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Chiroptera;0.02;0.014;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Rodentia;0.347;0.246;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Proechimys semispinosus;0.061;0.043;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Dasyprocta punctata;0.184;0.13;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;other;Rodentia n.i.;0.061;0.043;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Sciurus granatensis;0.041;0.029;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Lagomorpha;0.102;0.072;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Sylvilagus brasiliensis;0.102;0.072;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Cingulata;0.428;0.304;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Choloepus hoffmanni;0.02;0.014;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Bradypus variegatus;0.265;0.188;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Cyclopes didactylus;0.02;0.014;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Dasypus novemcinctus;0.122;0.087;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;order;Carnivora;0.122;0.087;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;genus;Procyon sp;0.02;0.014;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
LC;Felidae;Leopardus pardalis;;;;;sp;Nasua narica;0.102;0.072;NA;Item;;PA2_SNP;Panama;Soberanía National Park, Panama;;9.08;-79.67;49;scat ;1999;1999;;;Moreno et al, 2006;;
