LC;family;predator;detail;resource_abundance;E/N ;obs_broad;taxon;resource;FO;PO;Pbiomass;obsPO;obs_FO.PO;siteID;country;site;obs_site;lat;long;n_sample;method;year_start_sampling;year_end_sampling;sampling_period_months;season;ref;other references;
LC;Procyonidae;Procyon cancrivorus;;;;;broad;Vertebrates;NA;0.146;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;other;Eggs;NA;0.009;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;class;Reptilia;NA;0.073;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;other;Lizards;NA;0.027;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;sp;Tropidurus hispidus;NA;0.037;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;sp;Tropidurus semitaeniatus;NA;0.009;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;class;Aves;NA;0.046;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;class;Mammalia;NA;0.018;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Procyonidae;Procyon cancrivorus;;;;;sp;Wiedomys pyrrhorhinos;NA;0.018;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;15;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;broad;Plants;NA;0.044;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;sp;Sideroxylon obtusifolium;NA;0.044;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;other;Grass and fiber;NA;0.174;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;broad;Invertebrates;NA;0.479;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;class;Insecta;NA;0.305;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;order;Coleoptera;NA;0.087;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;order;Hymenoptera;NA;0.087;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;order;Isoptera;NA;0.087;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;order;Orthoptera;NA;0.044;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;class;Arachnida;NA;0.174;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;order;Scorpiones;NA;0.174;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;broad;Vertebrates;NA;0.306;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;class;Reptilia;NA;0.087;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;sp;Tropidurus hispidus;NA;0.087;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;class;Aves;NA;0.044;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;class;Mammalia;NA;0.175;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;5;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;family;Echimyidae;NA;0.044;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;sp;Thrichomys laurentius;NA;0.087;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Puma yagouaroundi;;;;;genus;Calomys sp;NA;0.044;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;broad;Plants;NA;0.117;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;sp;Sideroxylon obtusifolium;NA;0.039;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;sp;Pilosocereus pachycladus;NA;0.039;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;genus;Prosopis sp;NA;0.039;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;other;Grass and fiber;NA;0.154;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;broad;Invertebrates;NA;0.423;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;class;Insecta;NA;0.423;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;order;Coleoptera;NA;0.115;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;order;Hymenoptera;NA;0.115;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;order;Isoptera;NA;0.154;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;order;Orthoptera;NA;0.039;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;broad;Vertebrates;NA;0.308;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;class;Reptilia;NA;0.115;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;sp;Tropidurus hispidus;NA;0.115;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;class;Aves;NA;0.115;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;class;Mammalia;NA;0.078;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;sp;Thrichomys laurentius;NA;0.039;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus pardalis;;;;;sp;Didelphis albiventris;NA;0.039;NA;Item;;BR30_GA;Brazil;Monumento Natural Grota do Angico, SE, Brazil;;-9.65;-37.67;4;scat;2012;2013;;;Dias and Bocchiglieri, 2015;;
LC;Felidae;Leopardus wiedii;;;;PG;broad;Vertebrates;1;1.00;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;class;Mammalia;0.767;0.6;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;order;Didelphimorphia;0.663;0.345;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;sp;Gracilinanus microtarsus;0.222;0.127;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;sp;Marmosops incanus;0.167;0.091;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;sp;Caluromys philander;0.1;0.055;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;sp;Monodelphis americana;0.067;0.036;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;sp;Marmosa demerarae;0.067;0.036;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;order;Rodentia;0.333;0.182;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;family;Echymidae;0.3;0.164;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;other;Rodentia n.i.;0.033;0.018;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;order;Lagomorpha;0.067;0.036;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;sp;Sylvilagus brasiliensis;0.067;0.036;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;order;Cingulata;0.067;0.036;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;genus;Dasypus sp;0.067;0.036;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;class;Aves;0.533;0.291;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;class;Reptilia;0.2;0.109;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;other;Lacertilia;0.067;0.036;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Leopardus wiedii;;;;;order;Squamata;0.133;0.073;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;30;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;PG;broad;Vertebrates;1;1.00;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;class;Mammalia;0.444;0.417;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;order;Didelphimorphia;0.444;0.333;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;sp;Gracilinanus microtarsus;0.111;0.083;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;sp;Marmosops incanus;0.111;0.083;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;sp;Caluromys philander;0.111;0.083;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;sp;Monodelphis americana;0.111;0.083;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;order;Rodentia;0.111;0.083;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;class;Aves;0.555;0.417;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;class;Reptilia;0.222;0.167;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;other;Lacertilia;0.111;0.083;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Puma yagouaroundi;;;;;order;Squamata;0.111;0.083;NA;Item;;BR31_VRD;Brazil;Vale do Rio Doce Natural Reserve (VRDNR) and Sooretama Biological Reserve (SBR), ES, Brazil;;-19.05;-40.08;9;scat;1995;2000;;;Bianchi et al, 2011;;
LC;Felidae;Panthera onca;;;;PG;broad;Vertebrates;1;NA;1;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;class;Mammalia;0.375;NA;0.879;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;order;Primates;0.125;NA;0.007;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;sp;Cebus capucinus;0.125;NA;0.007;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;order;Edentata;0.125;NA;0.052;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;sp;Choloepus hoffmanni;0.125;NA;0.052;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;order;Artiodactyla;0.375;NA;0.82;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;sp;Tayassu pecari;0.25;NA;0.574;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;sp;Mazama americana;0.125;NA;0.246;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;class;Reptilia;0.5;NA;0.107;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;sp;Iguana iguana;0.375;NA;0.074;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Panthera onca;;;;;sp;Lepidochelys olivacea;0.125;NA;0.033;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;8;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;PG;broad;Vertebrates;1;NA;1;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;class;Mammalia;0.43;NA;0.879;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;order;Primates;0.43;NA;0.684;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;sp;Alouatta palliata;0.143;NA;0.256;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;sp;Ateles geoffroyi;0.143;NA;0.32;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;sp;Cebus capucinus;0.143;NA;0.108;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;order;Rodentia;0.43;NA;0.195;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;sp;Dasyprocta punctata;0.14;NA;0.164;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;sp;Proechimys semispinosus;0.286;NA;0.031;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;class;Reptilia;0.14;NA;0.123;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Puma concolor;;;;;sp;Iguana iguana;0.14;NA;0.123;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;7;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Leopardus pardalis;;;;PG;broad;Vertebrates;1;NA;1;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;12;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Leopardus pardalis;;;;;class;Mammalia;0.75;NA;0.41;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;12;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Leopardus pardalis;;;;;order;Rodentia;0.75;NA;0.41;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;12;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Leopardus pardalis;;;;;sp;Heteromys desmarestianus;0.083;NA;0.005;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;12;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Leopardus pardalis;;;;;sp;Dasyprocta punctata;0.083;NA;0.25;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;12;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Leopardus pardalis;;;;;sp;Proechimys semispinosus;0.5;NA;0.14;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;12;scat;1993;1993;;wet;Chinchilla, 1997;;
LC;Felidae;Leopardus pardalis;;;;;sp;Tylomys watsoni;0.083;NA;0.015;NA;;CR1_CNPw;Costa Rica;Corcovado National Park, Costa Rica ;;8.5;-83.58;12;scat;1993;1993;;wet;Chinchilla, 1997;;
